gbifID,date,latitude,longitude,
3031973195,2020-12-27T16:54:00,36.922496,-121.679794,
3031913397,2021-01-09T13:12:00,36.936225,-121.700532,
3031842497,2021-01-21T11:21:00,36.959834,-121.839378,
3031804499,2021-01-19T12:09:00,36.491332,-121.823244,
3031752357,2021-01-09T13:15:00,36.903372,-121.666491,
3031715576,2021-01-08T19:27:00,35.276888,-120.836232,
3031713552,2021-01-08T19:32:00,35.372119,-120.835927,
3031692926,2021-01-26T13:07:00,36.883365,-122.099066,
3031679135,2021-01-15T11:55:00,36.954421,-121.651901,
3031599163,2020-12-27T16:59:00,36.945774,-121.650021,
3018085622,2020-12-31T09:56:00,36.797453,-121.94768,
3018063602,2020-12-31T16:46:00,36.837099,-121.751489,
3018058009,2021-01-04T12:21:00,36.995405,-121.704079,
3018011159,2021-01-05T00:47:00,36.942117,-121.654506,
3017969134,2021-01-02T12:18:00,36.154873,-121.636655,
3017946252,2021-01-07T16:40:00,36.950755,-122.046163,
3014063854,2020-12-26T16:55:00,36.844339,-121.810464,
3014003261,2020-12-28T01:12:00,36.98789,-121.674943,
3013938246,2020-12-28T01:44:00,36.855317,-121.641583,
3005130633,2020-12-08T17:13:00,36.918685,-121.786591,
3005084968,2020-12-15T07:24:44,36.980099,-121.61393,
2999151781,2020-12-05T10:54:00,36.92885,-121.61796,
2999141955,2020-12-06T14:19:00,36.806718,-121.681398,
2999102695,2020-12-03T10:15:00,36.842596,-121.657217,
2999089715,2020-12-04T09:54:00,36.982087,-121.64771,
2999068629,2020-12-03T14:50:00,36.809221,-122.105934,
2999064039,2020-12-08T13:06:00,36.990617,-121.860685,
2999057124,2020-08-08T09:24:00,36.568813,-121.915944,
2992801018,2020-12-01T14:17:00,37.181125,-122.305545,
2992748739,2020-11-28T14:22:00,36.930705,-121.756171,
2992711951,2020-10-11T13:26:00,35.355808,-120.81392,
2992664721,2020-11-28T14:23:00,36.889675,-121.770298,
2988678728,2020-10-30T10:11:38,36.611656,-121.9863,
2988671693,2020-11-21T10:19:00,36.851539,-121.652836,
2988562732,2020-11-22T13:01:02,36.961585,-121.706618,
2988493622,2020-11-06T15:41:07,35.140455,-120.742513,
2988362279,2020-11-17T13:57:00,37.170517,-122.179832,
2984497764,2020-11-07T11:43:22,36.996314,-121.670817,
2984472746,2020-11-03T12:54:39,36.814791,-121.729262,
2980963839,2020-10-31T07:48:00,36.62941,-121.824414,
2980878932,2020-11-01T12:15:24,36.636267,-121.810318,
2980856598,2020-10-24T15:55:57,35.228494,-120.814716,
2980798158,2020-11-03T14:38:46,36.921967,-121.687047,
2963960631,2020-10-23T14:54:16,35.338997,-120.861106,
2963904144,2020-10-25T16:15:00,36.941012,-121.77281,
2963873633,2020-10-22T09:52:00,36.890415,-121.713684,
2963858117,2020-10-25T16:53:00,36.852572,-121.771623,
2963857884,2020-10-25T15:09:00,36.958016,-121.903276,
2963839096,2020-10-25T15:56:00,36.942064,-121.662068,
2963761664,2020-10-23T16:11:00,36.916883,-121.706816,
2901824614,2020-10-05T11:23:00,36.715228,-121.743177,
2901724816,2020-10-17T08:02:00,36.76149,-121.92488,
2901698626,2020-10-05T11:22:00,36.726236,-121.701864,
2898412073,2020-10-12T09:59:00,36.993357,-121.726461,
2898398065,2020-10-12T09:25:00,36.99196,-121.761645,
2898344248,2020-10-03T07:54:01,35.272952,-120.876042,
2898335224,2020-09-27T07:40:00,36.635889,-121.894629,
2898286012,2020-10-12T07:41:00,36.978976,-121.796036,
2898258073,2020-10-12T11:27:00,36.928845,-121.688951,
2883187635,2020-10-04T16:46:50,36.702491,-121.955123,
2882964035,2020-09-07T17:33:00,36.729878,-121.946703,
2873896983,2020-09-30T15:24:00,36.888559,-121.859167,
2868272750,2020-09-19T16:01:00,36.952356,-121.767143,
2868147071,2020-09-20T10:09:21,36.83495,-121.654758,
2868091692,2020-09-18T10:56:00,36.849087,-122.130927,
2864882855,2020-08-22T17:20:00,36.689014,-121.882233,
2864853399,2020-09-13T17:43:45,36.663295,-121.96167,
2864852092,2020-09-04T03:33:16,36.855535,-121.699715,
2864786746,2020-09-11T09:09:44,36.643742,-121.814955,
2864736901,2020-08-22T07:48:00,36.612323,-121.960366,
2864653702,2020-09-11T10:30:20,36.690609,-121.869553,
2864626998,2020-09-12T09:32:00,36.873889,-121.644253,
